bmi,goal,meal_time,recommendation
18,muscle_gain,breakfast,greek_yogurt_nuts
19,muscle_gain,dinner,eggs_roti
19,muscle_gain,breakfast,eggs_milk_banana
21,muscle_gain,dinner,paneer_roti
27,maintenance,dinner,baked_fish_veggies
40,weight_loss,dinner,roasted_cauliflower
24,maintenance,dinner,baked_fish_veggies
25,maintenance,dinner,tofu_stir_fry
35,weight_loss,dinner,clear_soup_tofu
20,muscle_gain,breakfast,oatmeal_protein_shake
22,maintenance,breakfast,poha_with_peanuts
35,weight_loss,breakfast,oats_green_tea
17,muscle_gain,breakfast,oatmeal_protein_shake
20,muscle_gain,lunch,lentils_quinoa
40,weight_loss,dinner,soup_salad
26,maintenance,lunch,quinoa_bowl
38,weight_loss,dinner,clear_soup_tofu
30,weight_loss,lunch,salad_chicken
27,maintenance,lunch,quinoa_bowl
26,maintenance,dinner,baked_fish_veggies
22,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,dinner,paneer_roti
23,maintenance,breakfast,smoothie_oats
22,muscle_gain,lunch,beef_stir_fry
30,weight_loss,dinner,clear_soup_tofu
26,maintenance,dinner,vegetable_soup
34,weight_loss,lunch,vegetable_dalia
20,muscle_gain,lunch,lentils_quinoa
35,weight_loss,dinner,roasted_cauliflower
24,maintenance,breakfast,muesli_milk
26,maintenance,breakfast,avocado_toast
18,muscle_gain,breakfast,peanut_butter_toast
32,weight_loss,dinner,roasted_cauliflower
24,maintenance,lunch,mixed_veg_curry_rice
23,maintenance,breakfast,poha_with_peanuts
40,weight_loss,breakfast,fruit_bowl
40,weight_loss,dinner,roasted_cauliflower
28,weight_loss,lunch,vegetable_dalia
19,muscle_gain,breakfast,paneer_paratha
18,muscle_gain,dinner,eggs_roti
20,muscle_gain,dinner,paneer_roti
24,maintenance,lunch,dal_roti
34,weight_loss,lunch,clear_soup_crackers
19,muscle_gain,breakfast,peanut_butter_toast
31,weight_loss,breakfast,oats_green_tea
21,muscle_gain,breakfast,paneer_paratha
26,maintenance,dinner,vegetable_soup
20,muscle_gain,lunch,turkey_sandwich
26,maintenance,lunch,dal_roti
23,muscle_gain,lunch,turkey_sandwich
26,maintenance,breakfast,smoothie_oats
20,muscle_gain,dinner,lentil_stew_rice
23,muscle_gain,breakfast,eggs_milk_banana
23,maintenance,lunch,chickpea_salad
23,maintenance,lunch,dal_roti
24,maintenance,lunch,chickpea_salad
22,muscle_gain,dinner,eggs_roti
31,weight_loss,lunch,clear_soup_crackers
18,muscle_gain,dinner,lentil_stew_rice
22,muscle_gain,lunch,fish_rice
32,weight_loss,breakfast,fruit_bowl
21,muscle_gain,lunch,fish_rice
38,weight_loss,breakfast,black_coffee_omelette
32,weight_loss,breakfast,boiled_eggs_spinach
24,maintenance,dinner,vegetable_soup
19,muscle_gain,dinner,paneer_roti
25,maintenance,dinner,cottage_cheese_salad
24,maintenance,dinner,baked_fish_veggies
36,weight_loss,lunch,sprouts_salad
35,weight_loss,breakfast,fruit_bowl
24,maintenance,dinner,tofu_stir_fry
24,maintenance,dinner,roti_vegetables
35,weight_loss,dinner,moong_dal_chilla
28,weight_loss,dinner,clear_soup_tofu
33,weight_loss,breakfast,fruit_bowl
21,muscle_gain,breakfast,peanut_butter_toast
39,weight_loss,lunch,sprouts_salad
23,muscle_gain,dinner,lentil_stew_rice
18,muscle_gain,dinner,eggs_roti
23,maintenance,dinner,cottage_cheese_salad
24,maintenance,lunch,dal_roti
22,maintenance,breakfast,avocado_toast
28,weight_loss,lunch,salad_chicken
27,maintenance,breakfast,avocado_toast
24,maintenance,lunch,rice_dal_salad
31,weight_loss,lunch,vegetable_dalia
28,weight_loss,lunch,clear_soup_crackers
19,muscle_gain,lunch,paneer_pulao
17,muscle_gain,lunch,chicken_rice
22,maintenance,lunch,quinoa_bowl
21,muscle_gain,dinner,paneer_roti
27,maintenance,lunch,quinoa_bowl
21,muscle_gain,lunch,paneer_pulao
19,muscle_gain,breakfast,eggs_milk_banana
25,maintenance,dinner,tofu_stir_fry
27,maintenance,dinner,vegetable_soup
21,muscle_gain,lunch,lentils_quinoa
21,muscle_gain,lunch,fish_rice
24,maintenance,dinner,roti_vegetables
22,muscle_gain,dinner,paneer_roti
30,weight_loss,dinner,clear_soup_tofu
35,weight_loss,lunch,vegetable_dalia
18,muscle_gain,lunch,chicken_rice
38,weight_loss,lunch,clear_soup_crackers
24,maintenance,lunch,chickpea_salad
24,maintenance,breakfast,smoothie_oats
29,weight_loss,breakfast,boiled_eggs_spinach
20,muscle_gain,dinner,paneer_roti
22,muscle_gain,lunch,paneer_pulao
24,maintenance,dinner,roti_vegetables
32,weight_loss,breakfast,black_coffee_omelette
19,muscle_gain,lunch,beef_stir_fry
38,weight_loss,dinner,soup_salad
27,maintenance,dinner,roti_vegetables
18,muscle_gain,lunch,paneer_pulao
37,weight_loss,breakfast,black_coffee_omelette
26,maintenance,breakfast,avocado_toast
23,muscle_gain,breakfast,peanut_butter_toast
28,weight_loss,breakfast,boiled_eggs_spinach
33,weight_loss,lunch,clear_soup_crackers
39,weight_loss,breakfast,boiled_eggs_spinach
18,muscle_gain,dinner,paneer_roti
39,weight_loss,dinner,clear_soup_tofu
20,muscle_gain,breakfast,greek_yogurt_nuts
24,maintenance,breakfast,oats_fruits
35,weight_loss,dinner,moong_dal_chilla
20,muscle_gain,lunch,chicken_rice
39,weight_loss,lunch,grilled_chicken_salad
24,maintenance,breakfast,muesli_milk
20,muscle_gain,lunch,beef_stir_fry
27,maintenance,lunch,rice_dal_salad
23,muscle_gain,dinner,lentil_stew_rice
39,weight_loss,dinner,moong_dal_chilla
21,muscle_gain,lunch,chicken_rice
38,weight_loss,lunch,grilled_chicken_salad
17,muscle_gain,breakfast,eggs_milk_banana
20,muscle_gain,lunch,beef_stir_fry
26,maintenance,lunch,quinoa_bowl
18,muscle_gain,lunch,fish_rice
35,weight_loss,dinner,moong_dal_chilla
28,weight_loss,lunch,salad_chicken
28,weight_loss,lunch,clear_soup_crackers
27,maintenance,breakfast,poha_with_peanuts
25,maintenance,breakfast,muesli_milk
22,maintenance,breakfast,muesli_milk
34,weight_loss,breakfast,fruit_bowl
19,muscle_gain,lunch,turkey_sandwich
23,maintenance,dinner,baked_fish_veggies
23,muscle_gain,lunch,paneer_pulao
26,maintenance,breakfast,poha_with_peanuts
26,maintenance,lunch,quinoa_bowl
22,muscle_gain,breakfast,eggs_milk_banana
23,muscle_gain,lunch,chicken_rice
25,maintenance,breakfast,avocado_toast
18,muscle_gain,breakfast,peanut_butter_toast
34,weight_loss,breakfast,oats_green_tea
22,maintenance,breakfast,smoothie_oats
19,muscle_gain,breakfast,oatmeal_protein_shake
19,muscle_gain,breakfast,paneer_paratha
26,maintenance,breakfast,oats_fruits
24,maintenance,lunch,mixed_veg_curry_rice
37,weight_loss,dinner,boiled_vegetables
21,muscle_gain,lunch,chicken_rice
27,maintenance,dinner,vegetable_soup
17,muscle_gain,dinner,lentil_stew_rice
23,muscle_gain,dinner,lentil_stew_rice
22,muscle_gain,lunch,lentils_quinoa
20,muscle_gain,dinner,eggs_roti
23,maintenance,lunch,dal_roti
25,maintenance,breakfast,poha_with_peanuts
20,muscle_gain,breakfast,peanut_butter_toast
20,muscle_gain,breakfast,paneer_paratha
29,weight_loss,breakfast,chia_pudding
24,maintenance,breakfast,muesli_milk
22,muscle_gain,lunch,fish_rice
22,muscle_gain,lunch,lentils_quinoa
36,weight_loss,breakfast,boiled_eggs_spinach
35,weight_loss,breakfast,black_coffee_omelette
20,muscle_gain,breakfast,eggs_milk_banana
22,muscle_gain,dinner,eggs_roti
35,weight_loss,breakfast,fruit_bowl
22,maintenance,breakfast,smoothie_oats
29,weight_loss,lunch,salad_chicken
24,maintenance,dinner,baked_fish_veggies
22,muscle_gain,dinner,eggs_roti
21,muscle_gain,lunch,beef_stir_fry
36,weight_loss,breakfast,oats_green_tea
26,maintenance,lunch,dal_roti
31,weight_loss,dinner,roasted_cauliflower
34,weight_loss,lunch,vegetable_dalia
38,weight_loss,lunch,vegetable_dalia
28,weight_loss,breakfast,oats_green_tea
32,weight_loss,lunch,sprouts_salad
30,weight_loss,lunch,vegetable_dalia
18,muscle_gain,lunch,lentils_quinoa
19,muscle_gain,dinner,lentil_stew_rice
22,muscle_gain,lunch,chicken_rice
23,maintenance,lunch,rice_dal_salad
29,weight_loss,breakfast,boiled_eggs_spinach
23,muscle_gain,lunch,turkey_sandwich
24,maintenance,lunch,quinoa_bowl
23,maintenance,dinner,baked_fish_veggies
23,maintenance,lunch,rice_dal_salad
20,muscle_gain,lunch,turkey_sandwich
32,weight_loss,breakfast,fruit_bowl
19,muscle_gain,dinner,grilled_chicken_sweet_potato
27,maintenance,lunch,rice_dal_salad
38,weight_loss,lunch,clear_soup_crackers
26,maintenance,breakfast,muesli_milk
22,maintenance,breakfast,muesli_milk
26,maintenance,lunch,mixed_veg_curry_rice
32,weight_loss,dinner,soup_salad
30,weight_loss,dinner,soup_salad
32,weight_loss,dinner,moong_dal_chilla
40,weight_loss,lunch,clear_soup_crackers
27,maintenance,dinner,baked_fish_veggies
22,maintenance,dinner,roti_vegetables
18,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,dinner,paneer_roti
32,weight_loss,breakfast,chia_pudding
19,muscle_gain,breakfast,peanut_butter_toast
20,muscle_gain,breakfast,greek_yogurt_nuts
17,muscle_gain,breakfast,greek_yogurt_nuts
21,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,lunch,paneer_pulao
32,weight_loss,dinner,moong_dal_chilla
29,weight_loss,lunch,grilled_chicken_salad
32,weight_loss,lunch,salad_chicken
33,weight_loss,dinner,boiled_vegetables
23,maintenance,dinner,tofu_stir_fry
26,maintenance,dinner,cottage_cheese_salad
40,weight_loss,breakfast,black_coffee_omelette
29,weight_loss,lunch,grilled_chicken_salad
21,muscle_gain,dinner,grilled_chicken_sweet_potato
25,maintenance,breakfast,muesli_milk
17,muscle_gain,lunch,fish_rice
20,muscle_gain,breakfast,oatmeal_protein_shake
20,muscle_gain,breakfast,peanut_butter_toast
28,weight_loss,dinner,moong_dal_chilla
34,weight_loss,dinner,boiled_vegetables
40,weight_loss,breakfast,black_coffee_omelette
33,weight_loss,lunch,clear_soup_crackers
18,muscle_gain,lunch,chicken_rice
22,muscle_gain,dinner,grilled_chicken_sweet_potato
39,weight_loss,dinner,soup_salad
28,weight_loss,dinner,boiled_vegetables
19,muscle_gain,dinner,eggs_roti
38,weight_loss,breakfast,fruit_bowl
38,weight_loss,breakfast,chia_pudding
19,muscle_gain,lunch,beef_stir_fry
35,weight_loss,lunch,grilled_chicken_salad
35,weight_loss,dinner,boiled_vegetables
18,muscle_gain,dinner,eggs_roti
22,maintenance,dinner,cottage_cheese_salad
33,weight_loss,lunch,grilled_chicken_salad
20,muscle_gain,breakfast,peanut_butter_toast
28,weight_loss,lunch,salad_chicken
20,muscle_gain,breakfast,peanut_butter_toast
34,weight_loss,lunch,sprouts_salad
22,muscle_gain,breakfast,eggs_milk_banana
23,muscle_gain,breakfast,eggs_milk_banana
17,muscle_gain,lunch,beef_stir_fry
17,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,breakfast,greek_yogurt_nuts
31,weight_loss,dinner,roasted_cauliflower
31,weight_loss,dinner,soup_salad
34,weight_loss,breakfast,chia_pudding
17,muscle_gain,lunch,turkey_sandwich
21,muscle_gain,lunch,paneer_pulao
27,maintenance,lunch,mixed_veg_curry_rice
23,muscle_gain,lunch,lentils_quinoa
19,muscle_gain,lunch,fish_rice
37,weight_loss,breakfast,chia_pudding
18,muscle_gain,breakfast,oatmeal_protein_shake
23,maintenance,breakfast,smoothie_oats
19,muscle_gain,lunch,lentils_quinoa
22,muscle_gain,breakfast,eggs_milk_banana
40,weight_loss,lunch,grilled_chicken_salad
37,weight_loss,lunch,vegetable_dalia
23,muscle_gain,breakfast,oatmeal_protein_shake
22,maintenance,dinner,roti_vegetables
37,weight_loss,breakfast,black_coffee_omelette
37,weight_loss,dinner,soup_salad
20,muscle_gain,breakfast,paneer_paratha
20,muscle_gain,dinner,grilled_chicken_sweet_potato
36,weight_loss,dinner,roasted_cauliflower
23,muscle_gain,dinner,tofu_steak_rice
35,weight_loss,breakfast,oats_green_tea
20,muscle_gain,lunch,fish_rice
18,muscle_gain,lunch,beef_stir_fry
19,muscle_gain,breakfast,oatmeal_protein_shake
33,weight_loss,dinner,clear_soup_tofu
22,maintenance,dinner,baked_fish_veggies
36,weight_loss,breakfast,fruit_bowl
24,maintenance,breakfast,muesli_milk
26,maintenance,breakfast,muesli_milk
20,muscle_gain,breakfast,oatmeal_protein_shake
30,weight_loss,lunch,sprouts_salad
27,maintenance,breakfast,avocado_toast
18,muscle_gain,breakfast,paneer_paratha
17,muscle_gain,lunch,beef_stir_fry
24,maintenance,dinner,tofu_stir_fry
24,maintenance,breakfast,smoothie_oats
22,muscle_gain,dinner,paneer_roti
30,weight_loss,breakfast,chia_pudding
36,weight_loss,breakfast,black_coffee_omelette
26,maintenance,dinner,roti_vegetables
36,weight_loss,dinner,boiled_vegetables
31,weight_loss,breakfast,boiled_eggs_spinach
40,weight_loss,breakfast,oats_green_tea
22,muscle_gain,dinner,paneer_roti
17,muscle_gain,breakfast,oatmeal_protein_shake
23,muscle_gain,dinner,paneer_roti
37,weight_loss,breakfast,fruit_bowl
35,weight_loss,lunch,sprouts_salad
31,weight_loss,lunch,salad_chicken
20,muscle_gain,dinner,eggs_roti
25,maintenance,breakfast,avocado_toast
23,maintenance,dinner,tofu_stir_fry
22,muscle_gain,dinner,eggs_roti
39,weight_loss,dinner,boiled_vegetables
31,weight_loss,dinner,clear_soup_tofu
27,maintenance,lunch,dal_roti
34,weight_loss,lunch,salad_chicken
29,weight_loss,lunch,vegetable_dalia
30,weight_loss,lunch,sprouts_salad
38,weight_loss,breakfast,fruit_bowl
25,maintenance,breakfast,oats_fruits
17,muscle_gain,breakfast,paneer_paratha
24,maintenance,lunch,dal_roti
22,maintenance,dinner,tofu_stir_fry
35,weight_loss,breakfast,fruit_bowl
26,maintenance,dinner,vegetable_soup
22,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,lunch,lentils_quinoa
34,weight_loss,lunch,grilled_chicken_salad
17,muscle_gain,lunch,paneer_pulao
25,maintenance,dinner,cottage_cheese_salad
23,muscle_gain,breakfast,eggs_milk_banana
20,muscle_gain,lunch,beef_stir_fry
40,weight_loss,breakfast,fruit_bowl
21,muscle_gain,lunch,fish_rice
23,muscle_gain,lunch,turkey_sandwich
39,weight_loss,breakfast,oats_green_tea
36,weight_loss,dinner,boiled_vegetables
30,weight_loss,breakfast,boiled_eggs_spinach
22,muscle_gain,dinner,lentil_stew_rice
23,maintenance,breakfast,smoothie_oats
19,muscle_gain,breakfast,paneer_paratha
21,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,dinner,eggs_roti
33,weight_loss,breakfast,chia_pudding
36,weight_loss,dinner,boiled_vegetables
22,muscle_gain,lunch,beef_stir_fry
20,muscle_gain,dinner,grilled_chicken_sweet_potato
27,maintenance,breakfast,smoothie_oats
18,muscle_gain,dinner,eggs_roti
19,muscle_gain,breakfast,oatmeal_protein_shake
21,muscle_gain,breakfast,oatmeal_protein_shake
36,weight_loss,lunch,sprouts_salad
17,muscle_gain,dinner,grilled_chicken_sweet_potato
23,muscle_gain,lunch,lentils_quinoa
22,maintenance,dinner,vegetable_soup
25,maintenance,lunch,dal_roti
22,maintenance,breakfast,muesli_milk
18,muscle_gain,lunch,paneer_pulao
21,muscle_gain,dinner,paneer_roti
25,maintenance,dinner,vegetable_soup
39,weight_loss,lunch,salad_chicken
38,weight_loss,lunch,vegetable_dalia
33,weight_loss,breakfast,black_coffee_omelette
27,maintenance,breakfast,avocado_toast
23,muscle_gain,lunch,fish_rice
17,muscle_gain,breakfast,peanut_butter_toast
28,weight_loss,dinner,soup_salad
22,muscle_gain,breakfast,greek_yogurt_nuts
22,maintenance,dinner,roti_vegetables
25,maintenance,lunch,dal_roti
36,weight_loss,lunch,vegetable_dalia
24,maintenance,dinner,roti_vegetables
22,maintenance,breakfast,smoothie_oats
17,muscle_gain,breakfast,greek_yogurt_nuts
27,maintenance,dinner,roti_vegetables
24,maintenance,lunch,rice_dal_salad
36,weight_loss,breakfast,oats_green_tea
20,muscle_gain,breakfast,oatmeal_protein_shake
22,maintenance,dinner,cottage_cheese_salad
23,maintenance,dinner,vegetable_soup
23,maintenance,lunch,rice_dal_salad
34,weight_loss,breakfast,oats_green_tea
23,muscle_gain,breakfast,greek_yogurt_nuts
39,weight_loss,breakfast,chia_pudding
23,maintenance,breakfast,muesli_milk
20,muscle_gain,lunch,fish_rice
24,maintenance,lunch,chickpea_salad
17,muscle_gain,breakfast,paneer_paratha
23,maintenance,lunch,mixed_veg_curry_rice
32,weight_loss,lunch,clear_soup_crackers
22,maintenance,lunch,mixed_veg_curry_rice
22,maintenance,dinner,cottage_cheese_salad
24,maintenance,lunch,dal_roti
24,maintenance,lunch,mixed_veg_curry_rice
24,maintenance,breakfast,poha_with_peanuts
22,muscle_gain,dinner,grilled_chicken_sweet_potato
22,maintenance,dinner,roti_vegetables
27,maintenance,dinner,baked_fish_veggies
27,maintenance,lunch,rice_dal_salad
36,weight_loss,breakfast,chia_pudding
25,maintenance,breakfast,muesli_milk
27,maintenance,dinner,cottage_cheese_salad
17,muscle_gain,dinner,grilled_chicken_sweet_potato
30,weight_loss,breakfast,chia_pudding
29,weight_loss,breakfast,chia_pudding
24,maintenance,breakfast,muesli_milk
18,muscle_gain,lunch,lentils_quinoa
20,muscle_gain,lunch,fish_rice
22,muscle_gain,breakfast,eggs_milk_banana
28,weight_loss,breakfast,boiled_eggs_spinach
17,muscle_gain,dinner,grilled_chicken_sweet_potato
23,maintenance,breakfast,smoothie_oats
27,maintenance,dinner,tofu_stir_fry
20,muscle_gain,lunch,chicken_rice
34,weight_loss,lunch,vegetable_dalia
18,muscle_gain,dinner,lentil_stew_rice
32,weight_loss,breakfast,fruit_bowl
22,maintenance,breakfast,oats_fruits
26,maintenance,dinner,tofu_stir_fry
26,maintenance,dinner,roti_vegetables
33,weight_loss,breakfast,chia_pudding
28,weight_loss,breakfast,fruit_bowl
22,maintenance,breakfast,oats_fruits
31,weight_loss,lunch,clear_soup_crackers
32,weight_loss,dinner,clear_soup_tofu
37,weight_loss,lunch,salad_chicken
23,muscle_gain,breakfast,eggs_milk_banana
21,muscle_gain,dinner,eggs_roti
23,muscle_gain,dinner,tofu_steak_rice
28,weight_loss,dinner,clear_soup_tofu
22,maintenance,breakfast,muesli_milk
18,muscle_gain,dinner,tofu_steak_rice
34,weight_loss,lunch,vegetable_dalia
34,weight_loss,lunch,grilled_chicken_salad
23,maintenance,dinner,cottage_cheese_salad
20,muscle_gain,breakfast,greek_yogurt_nuts
19,muscle_gain,breakfast,oatmeal_protein_shake
23,muscle_gain,lunch,beef_stir_fry
23,maintenance,breakfast,poha_with_peanuts
35,weight_loss,dinner,boiled_vegetables
23,muscle_gain,breakfast,peanut_butter_toast
39,weight_loss,lunch,sprouts_salad
26,maintenance,breakfast,oats_fruits
23,muscle_gain,lunch,turkey_sandwich
25,maintenance,dinner,roti_vegetables
21,muscle_gain,lunch,lentils_quinoa
36,weight_loss,breakfast,black_coffee_omelette
22,muscle_gain,dinner,paneer_roti
22,muscle_gain,breakfast,peanut_butter_toast
22,maintenance,lunch,dal_roti
22,muscle_gain,dinner,eggs_roti
17,muscle_gain,breakfast,greek_yogurt_nuts
18,muscle_gain,breakfast,eggs_milk_banana
24,maintenance,lunch,quinoa_bowl
22,maintenance,breakfast,oats_fruits
17,muscle_gain,breakfast,paneer_paratha
23,muscle_gain,lunch,turkey_sandwich
30,weight_loss,dinner,moong_dal_chilla
17,muscle_gain,breakfast,eggs_milk_banana
27,maintenance,breakfast,muesli_milk
17,muscle_gain,dinner,lentil_stew_rice
21,muscle_gain,dinner,grilled_chicken_sweet_potato
27,maintenance,dinner,vegetable_soup
22,maintenance,lunch,dal_roti
34,weight_loss,dinner,roasted_cauliflower
32,weight_loss,breakfast,fruit_bowl
23,muscle_gain,breakfast,paneer_paratha
22,muscle_gain,breakfast,peanut_butter_toast
33,weight_loss,lunch,salad_chicken
25,maintenance,breakfast,oats_fruits
20,muscle_gain,breakfast,greek_yogurt_nuts
24,maintenance,breakfast,avocado_toast
21,muscle_gain,breakfast,peanut_butter_toast
22,maintenance,breakfast,avocado_toast
25,maintenance,lunch,dal_roti
30,weight_loss,lunch,vegetable_dalia
23,muscle_gain,lunch,chicken_rice
26,maintenance,dinner,baked_fish_veggies
18,muscle_gain,dinner,eggs_roti
23,maintenance,breakfast,poha_with_peanuts
22,muscle_gain,dinner,eggs_roti
27,maintenance,lunch,chickpea_salad
17,muscle_gain,dinner,grilled_chicken_sweet_potato
27,maintenance,lunch,rice_dal_salad
34,weight_loss,dinner,roasted_cauliflower
39,weight_loss,dinner,clear_soup_tofu
40,weight_loss,dinner,moong_dal_chilla
17,muscle_gain,breakfast,peanut_butter_toast
24,maintenance,lunch,rice_dal_salad
33,weight_loss,lunch,grilled_chicken_salad
22,maintenance,lunch,chickpea_salad
21,muscle_gain,lunch,chicken_rice
23,muscle_gain,breakfast,peanut_butter_toast
23,muscle_gain,dinner,tofu_steak_rice
23,muscle_gain,dinner,paneer_roti
18,muscle_gain,dinner,paneer_roti
26,maintenance,lunch,mixed_veg_curry_rice
19,muscle_gain,dinner,lentil_stew_rice
38,weight_loss,dinner,clear_soup_tofu
25,maintenance,breakfast,oats_fruits
40,weight_loss,lunch,salad_chicken
22,muscle_gain,lunch,lentils_quinoa
17,muscle_gain,breakfast,eggs_milk_banana
27,maintenance,dinner,tofu_stir_fry
22,maintenance,lunch,mixed_veg_curry_rice
20,muscle_gain,lunch,chicken_rice
22,muscle_gain,breakfast,eggs_milk_banana
39,weight_loss,dinner,roasted_cauliflower
22,muscle_gain,dinner,eggs_roti
17,muscle_gain,dinner,paneer_roti
23,maintenance,dinner,vegetable_soup
24,maintenance,breakfast,poha_with_peanuts
38,weight_loss,dinner,soup_salad
21,muscle_gain,dinner,tofu_steak_rice
24,maintenance,breakfast,poha_with_peanuts
26,maintenance,breakfast,smoothie_oats
33,weight_loss,lunch,salad_chicken
23,muscle_gain,dinner,lentil_stew_rice
20,muscle_gain,lunch,chicken_rice
38,weight_loss,breakfast,chia_pudding
22,muscle_gain,dinner,paneer_roti
34,weight_loss,lunch,grilled_chicken_salad
22,muscle_gain,lunch,turkey_sandwich
20,muscle_gain,dinner,paneer_roti
17,muscle_gain,breakfast,greek_yogurt_nuts
24,maintenance,lunch,quinoa_bowl
17,muscle_gain,dinner,grilled_chicken_sweet_potato
21,muscle_gain,dinner,eggs_roti
28,weight_loss,breakfast,oats_green_tea
21,muscle_gain,lunch,chicken_rice
22,maintenance,breakfast,avocado_toast
19,muscle_gain,dinner,eggs_roti
23,maintenance,lunch,quinoa_bowl
19,muscle_gain,dinner,lentil_stew_rice
38,weight_loss,lunch,clear_soup_crackers
37,weight_loss,lunch,clear_soup_crackers
17,muscle_gain,breakfast,paneer_paratha
30,weight_loss,dinner,soup_salad
26,maintenance,breakfast,avocado_toast
21,muscle_gain,breakfast,eggs_milk_banana
27,maintenance,lunch,chickpea_salad
23,maintenance,dinner,tofu_stir_fry
25,maintenance,lunch,quinoa_bowl
22,maintenance,lunch,rice_dal_salad
36,weight_loss,dinner,clear_soup_tofu
27,maintenance,breakfast,muesli_milk
25,maintenance,lunch,chickpea_salad
38,weight_loss,breakfast,oats_green_tea
32,weight_loss,dinner,boiled_vegetables
24,maintenance,lunch,dal_roti
19,muscle_gain,lunch,paneer_pulao
22,maintenance,dinner,roti_vegetables
34,weight_loss,breakfast,black_coffee_omelette
22,muscle_gain,lunch,lentils_quinoa
26,maintenance,breakfast,avocado_toast
18,muscle_gain,lunch,beef_stir_fry
25,maintenance,breakfast,muesli_milk
37,weight_loss,lunch,salad_chicken
28,weight_loss,dinner,boiled_vegetables
23,maintenance,breakfast,avocado_toast
22,maintenance,lunch,rice_dal_salad
17,muscle_gain,breakfast,peanut_butter_toast
21,muscle_gain,dinner,lentil_stew_rice
22,maintenance,breakfast,avocado_toast
32,weight_loss,dinner,boiled_vegetables
26,maintenance,breakfast,poha_with_peanuts
25,maintenance,lunch,mixed_veg_curry_rice
20,muscle_gain,lunch,fish_rice
26,maintenance,breakfast,smoothie_oats
17,muscle_gain,dinner,tofu_steak_rice
36,weight_loss,dinner,moong_dal_chilla
30,weight_loss,lunch,salad_chicken
23,maintenance,breakfast,muesli_milk
25,maintenance,breakfast,oats_fruits
40,weight_loss,dinner,moong_dal_chilla
30,weight_loss,dinner,clear_soup_tofu
18,muscle_gain,dinner,paneer_roti
19,muscle_gain,breakfast,eggs_milk_banana
19,muscle_gain,dinner,lentil_stew_rice
24,maintenance,breakfast,muesli_milk
34,weight_loss,dinner,boiled_vegetables
25,maintenance,lunch,quinoa_bowl
17,muscle_gain,breakfast,peanut_butter_toast
24,maintenance,breakfast,avocado_toast
22,maintenance,dinner,vegetable_soup
19,muscle_gain,dinner,tofu_steak_rice
20,muscle_gain,breakfast,eggs_milk_banana
26,maintenance,dinner,cottage_cheese_salad
30,weight_loss,dinner,boiled_vegetables
21,muscle_gain,breakfast,eggs_milk_banana
23,muscle_gain,lunch,fish_rice
32,weight_loss,breakfast,boiled_eggs_spinach
36,weight_loss,lunch,grilled_chicken_salad
33,weight_loss,dinner,roasted_cauliflower
24,maintenance,breakfast,oats_fruits
19,muscle_gain,breakfast,oatmeal_protein_shake
26,maintenance,dinner,cottage_cheese_salad
26,maintenance,breakfast,oats_fruits
36,weight_loss,breakfast,boiled_eggs_spinach
19,muscle_gain,dinner,paneer_roti
30,weight_loss,lunch,grilled_chicken_salad
22,maintenance,breakfast,smoothie_oats
22,maintenance,breakfast,avocado_toast
22,maintenance,breakfast,muesli_milk
23,maintenance,breakfast,muesli_milk
38,weight_loss,lunch,clear_soup_crackers
24,maintenance,dinner,cottage_cheese_salad
36,weight_loss,dinner,moong_dal_chilla
40,weight_loss,lunch,salad_chicken
23,maintenance,lunch,rice_dal_salad
23,maintenance,lunch,rice_dal_salad
17,muscle_gain,dinner,paneer_roti
24,maintenance,breakfast,oats_fruits
40,weight_loss,breakfast,fruit_bowl
22,maintenance,dinner,cottage_cheese_salad
23,muscle_gain,lunch,paneer_pulao
18,muscle_gain,dinner,tofu_steak_rice
19,muscle_gain,breakfast,peanut_butter_toast
21,muscle_gain,lunch,chicken_rice
23,maintenance,breakfast,oats_fruits
40,weight_loss,breakfast,chia_pudding
23,maintenance,lunch,dal_roti
22,maintenance,breakfast,poha_with_peanuts
23,muscle_gain,breakfast,peanut_butter_toast
26,maintenance,dinner,roti_vegetables
33,weight_loss,dinner,boiled_vegetables
34,weight_loss,breakfast,boiled_eggs_spinach
30,weight_loss,dinner,clear_soup_tofu
35,weight_loss,lunch,sprouts_salad
31,weight_loss,breakfast,oats_green_tea
24,maintenance,breakfast,poha_with_peanuts
37,weight_loss,breakfast,oats_green_tea
39,weight_loss,breakfast,chia_pudding
38,weight_loss,lunch,salad_chicken
37,weight_loss,lunch,sprouts_salad
23,muscle_gain,dinner,tofu_steak_rice
23,maintenance,dinner,cottage_cheese_salad
18,muscle_gain,breakfast,oatmeal_protein_shake
26,maintenance,dinner,cottage_cheese_salad
27,maintenance,dinner,baked_fish_veggies
25,maintenance,dinner,roti_vegetables
26,maintenance,lunch,rice_dal_salad
20,muscle_gain,breakfast,paneer_paratha
17,muscle_gain,dinner,grilled_chicken_sweet_potato
32,weight_loss,breakfast,chia_pudding
27,maintenance,lunch,rice_dal_salad
25,maintenance,breakfast,poha_with_peanuts
38,weight_loss,breakfast,fruit_bowl
