calories,protein,fat,carbs,bmi,goal,recommendation
715,40,5,233,27.3,weight_loss,excellent
390,25,68,165,22.8,maintenance,healthy
1391,173,66,60,29.7,weight_loss,unhealthy
1360,122,40,250,28.8,weight_loss,unhealthy
2401,52,79,170,24.1,maintenance,unhealthy
1611,30,22,138,22.0,maintenance,unhealthy
471,40,20,94,28.1,maintenance,balanced
342,156,21,78,34.0,weight_loss,balanced
2112,132,28,64,19.4,maintenance,unhealthy
1292,153,72,94,31.4,weight_loss,unhealthy
2494,150,83,89,26.8,muscle_gain,excellent
987,19,6,229,26.5,muscle_gain,unbalanced
2326,83,99,119,34.3,weight_loss,unhealthy
1881,138,77,262,27.9,weight_loss,unhealthy
822,175,14,173,31.9,maintenance,balanced
1137,163,57,112,26.3,weight_loss,unhealthy
1318,32,93,122,21.5,weight_loss,unhealthy
816,140,55,261,29.5,maintenance,balanced
1231,161,73,161,33.6,weight_loss,unhealthy
266,153,18,260,32.1,muscle_gain,healthy
390,124,70,97,20.6,weight_loss,unhealthy
720,92,86,109,22.7,maintenance,balanced
1189,35,97,129,26.3,weight_loss,unhealthy
1340,51,57,213,27.3,weight_loss,unhealthy
1834,38,88,158,20.5,weight_loss,unhealthy
1387,6,68,210,21.1,muscle_gain,unbalanced
575,110,76,12,30.7,maintenance,balanced
852,98,53,77,30.1,muscle_gain,excellent
748,76,94,163,32.1,muscle_gain,excellent
1297,56,66,191,33.8,maintenance,unhealthy
272,139,41,22,22.5,maintenance,healthy
398,151,53,198,32.5,muscle_gain,healthy
1981,94,72,29,29.0,muscle_gain,excellent
771,96,37,292,34.2,weight_loss,balanced
990,147,26,19,21.9,maintenance,balanced
1838,82,74,197,21.9,muscle_gain,excellent
2031,129,37,28,29.7,weight_loss,unhealthy
2055,146,32,152,33.7,muscle_gain,excellent
1710,135,92,112,31.8,muscle_gain,excellent
1374,54,8,250,30.1,maintenance,unhealthy
378,97,70,161,24.0,muscle_gain,healthy
2444,128,81,281,29.9,maintenance,unhealthy
934,58,53,197,31.4,muscle_gain,excellent
2336,138,15,219,30.6,weight_loss,unhealthy
998,155,39,186,29.2,maintenance,balanced
987,82,43,203,17.8,maintenance,balanced
408,82,14,186,28.9,weight_loss,excellent
692,24,78,75,25.6,maintenance,balanced
1857,95,76,11,34.3,weight_loss,unhealthy
931,103,73,280,27.9,maintenance,balanced
1329,177,27,69,27.9,maintenance,unhealthy
1805,60,38,52,34.9,maintenance,unhealthy
793,6,36,102,18.7,maintenance,balanced
1415,109,20,235,22.0,muscle_gain,excellent
524,177,72,295,28.8,muscle_gain,excellent
1178,172,58,72,22.7,muscle_gain,excellent
1949,116,32,289,23.2,maintenance,unhealthy
2050,28,64,23,33.1,muscle_gain,healthy
1690,161,82,37,27.4,maintenance,unhealthy
1093,113,80,151,18.9,maintenance,unhealthy
1590,72,64,117,22.6,weight_loss,unhealthy
343,118,89,299,18.4,weight_loss,unhealthy
583,88,84,87,27.0,weight_loss,unhealthy
2463,53,48,256,20.1,maintenance,unhealthy
416,36,6,21,32.4,weight_loss,excellent
1715,65,27,193,27.4,weight_loss,unhealthy
2430,174,97,249,18.1,maintenance,unhealthy
1690,133,50,272,22.4,maintenance,unhealthy
1835,106,77,82,28.1,muscle_gain,excellent
1367,39,58,77,23.0,maintenance,unhealthy
310,55,75,296,26.2,muscle_gain,healthy
1213,49,97,229,33.4,maintenance,unhealthy
431,81,85,56,23.3,weight_loss,unhealthy
1914,117,13,67,23.0,maintenance,unhealthy
1955,69,74,33,31.8,muscle_gain,excellent
1777,18,48,299,22.7,maintenance,unhealthy
1496,97,88,33,18.4,maintenance,unhealthy
2420,135,78,73,20.3,weight_loss,unhealthy
1172,28,77,264,34.1,maintenance,unhealthy
1230,69,16,157,33.8,weight_loss,unhealthy
717,142,36,125,21.0,muscle_gain,excellent
1113,17,38,107,27.0,maintenance,unhealthy
2462,146,87,248,19.5,muscle_gain,excellent
2381,104,37,292,29.1,maintenance,unhealthy
2144,142,68,102,20.3,weight_loss,unhealthy
1662,172,52,74,17.9,maintenance,unhealthy
2072,155,20,183,31.8,weight_loss,unhealthy
1507,103,54,244,22.9,muscle_gain,excellent
1098,59,27,176,19.0,muscle_gain,excellent
1298,67,30,246,32.0,weight_loss,unhealthy
1389,75,58,16,30.7,maintenance,unhealthy
1412,174,48,52,29.3,weight_loss,unhealthy
2325,103,41,285,33.4,weight_loss,unhealthy
887,70,13,162,25.8,weight_loss,balanced
2268,83,98,52,19.3,weight_loss,unhealthy
765,77,17,222,18.1,muscle_gain,excellent
1407,51,64,210,22.7,weight_loss,unhealthy
2094,85,84,164,18.6,weight_loss,unhealthy
1026,130,6,229,26.6,muscle_gain,excellent
1551,56,99,162,17.3,muscle_gain,excellent
2426,150,64,45,25.0,muscle_gain,excellent
2011,150,61,235,20.2,maintenance,unhealthy
1282,156,47,130,23.6,maintenance,unhealthy
1550,27,23,18,29.2,muscle_gain,healthy
1844,144,15,190,23.3,weight_loss,unhealthy
390,155,82,30,23.1,weight_loss,unhealthy
1423,25,51,281,34.8,muscle_gain,healthy
1535,68,93,203,29.9,muscle_gain,excellent
907,76,67,35,26.2,maintenance,balanced
578,166,11,294,27.4,muscle_gain,excellent
586,134,83,107,28.2,maintenance,balanced
2484,73,98,228,17.4,muscle_gain,excellent
815,163,35,282,18.4,weight_loss,balanced
1742,72,92,297,28.7,muscle_gain,excellent
2248,151,59,75,23.6,weight_loss,unhealthy
1954,132,29,120,18.0,muscle_gain,excellent
663,111,76,221,22.4,maintenance,balanced
1166,113,34,180,19.3,muscle_gain,excellent
371,76,40,68,33.5,weight_loss,balanced
1346,107,54,39,20.7,weight_loss,unhealthy
1042,145,18,276,19.6,weight_loss,balanced
1521,69,33,163,28.3,muscle_gain,excellent
2108,138,31,11,26.4,maintenance,unhealthy
889,116,54,178,27.4,maintenance,balanced
1707,159,40,223,24.8,maintenance,unhealthy
2412,83,38,260,25.4,weight_loss,unhealthy
2224,130,25,40,31.0,weight_loss,unhealthy
1922,125,42,192,21.0,maintenance,unhealthy
582,91,79,198,24.1,maintenance,healthy
2456,52,83,222,34.2,muscle_gain,excellent
1612,92,80,136,20.4,muscle_gain,excellent
1783,72,92,32,22.3,muscle_gain,excellent
2471,176,54,27,20.4,maintenance,unhealthy
2250,105,41,88,17.4,maintenance,unhealthy
571,21,79,43,21.9,maintenance,healthy
1910,42,23,116,17.8,weight_loss,unhealthy
1669,142,5,208,19.8,maintenance,unhealthy
810,58,85,200,23.5,muscle_gain,excellent
315,138,44,241,17.4,muscle_gain,healthy
646,138,59,71,30.6,weight_loss,unhealthy
1591,56,84,51,31.3,muscle_gain,excellent
1540,19,30,33,24.4,muscle_gain,unbalanced
614,72,47,172,34.7,weight_loss,unhealthy
2008,116,63,192,29.2,muscle_gain,excellent
1247,108,55,104,30.4,weight_loss,unhealthy
2073,11,19,92,20.5,muscle_gain,unbalanced
1273,55,12,102,32.1,weight_loss,unhealthy
917,62,98,287,34.0,weight_loss,unhealthy
1558,113,18,114,21.3,maintenance,unhealthy
1805,115,11,94,29.4,weight_loss,unhealthy
761,158,22,70,30.4,muscle_gain,excellent
2494,35,16,217,22.5,maintenance,unhealthy
586,96,6,167,25.6,maintenance,balanced
901,110,54,78,18.8,maintenance,balanced
1172,17,97,271,20.1,weight_loss,unhealthy
1584,150,25,243,18.1,weight_loss,unhealthy
1183,123,11,148,27.1,maintenance,unhealthy
1711,145,95,289,28.3,weight_loss,unhealthy
551,119,16,240,33.5,muscle_gain,excellent
1924,156,88,60,26.8,muscle_gain,excellent
2151,61,61,248,21.7,muscle_gain,excellent
1479,130,82,28,18.1,weight_loss,unhealthy
2107,161,78,187,32.9,muscle_gain,excellent
952,58,27,218,25.6,muscle_gain,excellent
1224,137,34,140,30.3,weight_loss,unhealthy
745,167,62,240,17.3,weight_loss,unhealthy
1669,23,99,101,25.8,muscle_gain,healthy
278,81,56,40,22.9,maintenance,healthy
1459,73,60,258,17.5,maintenance,unhealthy
1088,48,14,133,31.0,weight_loss,balanced
1305,42,23,145,26.2,weight_loss,unhealthy
2190,66,23,282,23.0,weight_loss,unhealthy
1700,26,91,109,31.5,maintenance,unhealthy
1120,77,63,228,25.0,muscle_gain,excellent
749,172,48,113,17.1,maintenance,balanced
2261,158,63,106,34.0,weight_loss,unhealthy
591,129,88,212,21.6,maintenance,healthy
1580,9,8,30,32.0,weight_loss,unhealthy
1173,58,69,207,31.7,muscle_gain,excellent
539,90,17,121,19.9,weight_loss,excellent
956,7,71,158,25.5,muscle_gain,unbalanced
1245,42,16,252,17.7,muscle_gain,excellent
1138,146,97,192,23.4,maintenance,unhealthy
1047,179,59,293,30.2,weight_loss,unhealthy
641,146,65,98,21.3,maintenance,balanced
329,77,99,231,19.1,weight_loss,unhealthy
796,42,45,257,26.1,weight_loss,unhealthy
2158,176,40,186,26.7,weight_loss,unhealthy
1705,129,6,127,29.2,maintenance,unhealthy
1061,74,26,183,30.7,maintenance,unhealthy
1198,69,26,228,29.5,weight_loss,unhealthy
1751,29,45,227,32.2,maintenance,unhealthy
1840,20,99,86,21.0,weight_loss,unhealthy
1711,19,18,97,27.3,maintenance,unhealthy
1936,135,97,87,23.5,maintenance,unhealthy
1649,41,39,210,34.3,muscle_gain,excellent
2057,129,54,73,24.9,maintenance,unhealthy
464,117,13,13,34.3,weight_loss,excellent
1662,170,63,92,30.8,maintenance,unhealthy
356,5,60,202,29.9,maintenance,balanced
1645,75,95,15,25.8,weight_loss,unhealthy
2498,107,14,202,25.0,maintenance,unhealthy
1832,23,29,226,26.5,muscle_gain,healthy
1094,56,49,31,22.3,muscle_gain,excellent
2344,122,15,154,33.3,muscle_gain,excellent
712,162,13,294,31.3,muscle_gain,excellent
415,111,11,154,31.4,weight_loss,excellent
2372,59,75,11,24.8,weight_loss,unhealthy
1906,18,38,297,18.3,muscle_gain,unbalanced
2306,17,87,234,29.3,weight_loss,unhealthy
1767,88,24,223,23.7,maintenance,unhealthy
2408,94,93,175,32.7,maintenance,unhealthy
2353,31,9,150,31.0,maintenance,unhealthy
1328,93,97,73,19.6,muscle_gain,excellent
427,141,59,221,27.8,muscle_gain,excellent
1687,45,95,298,29.5,weight_loss,unhealthy
1001,52,93,107,27.2,weight_loss,unhealthy
1822,16,19,175,26.3,weight_loss,unhealthy
2105,142,52,135,21.1,muscle_gain,excellent
671,10,8,166,21.2,weight_loss,excellent
1279,166,82,259,30.8,maintenance,unhealthy
2260,45,85,70,17.3,maintenance,unhealthy
1241,10,25,41,31.0,maintenance,unhealthy
2360,134,84,283,26.5,muscle_gain,excellent
428,19,94,30,33.9,weight_loss,unhealthy
370,149,13,21,35.0,weight_loss,excellent
494,20,70,253,28.9,muscle_gain,unbalanced
388,160,83,112,24.4,muscle_gain,healthy
625,89,39,285,25.6,maintenance,balanced
1176,14,92,16,20.7,muscle_gain,unbalanced
1302,142,55,139,18.8,maintenance,unhealthy
1118,142,82,106,27.4,maintenance,unhealthy
698,160,41,286,31.5,weight_loss,unhealthy
2021,156,10,294,21.7,maintenance,unhealthy
1065,23,86,297,24.6,weight_loss,unhealthy
1025,72,90,182,27.0,maintenance,unhealthy
2058,46,86,214,33.3,weight_loss,unhealthy
2318,144,55,112,19.5,muscle_gain,excellent
2495,150,70,122,21.3,weight_loss,unhealthy
345,155,21,140,33.5,muscle_gain,healthy
1841,88,69,48,17.7,weight_loss,unhealthy
1519,138,13,17,28.8,muscle_gain,excellent
669,57,17,55,28.5,muscle_gain,excellent
392,102,62,203,23.9,muscle_gain,healthy
1291,46,34,15,25.4,maintenance,unhealthy
251,34,35,67,32.4,muscle_gain,healthy
2020,13,27,178,20.0,weight_loss,unhealthy
2069,174,67,131,21.2,muscle_gain,excellent
1986,38,32,258,26.2,muscle_gain,excellent
1654,172,63,216,24.4,weight_loss,unhealthy
2067,92,14,124,27.3,muscle_gain,excellent
2207,149,93,248,33.6,weight_loss,unhealthy
1634,161,94,63,33.5,muscle_gain,excellent
1039,54,30,85,21.1,weight_loss,balanced
440,80,81,178,22.4,weight_loss,unhealthy
735,50,21,57,19.9,muscle_gain,excellent
1607,50,44,233,33.7,muscle_gain,excellent
282,130,72,79,24.2,muscle_gain,healthy
1181,21,27,164,25.1,muscle_gain,healthy
1150,70,39,56,31.4,muscle_gain,excellent
810,108,79,288,26.2,muscle_gain,excellent
773,9,80,211,19.2,maintenance,balanced
1188,127,13,151,24.9,muscle_gain,excellent
658,129,83,135,28.3,maintenance,balanced
2373,116,49,162,29.9,maintenance,unhealthy
1722,20,41,74,28.6,maintenance,unhealthy
2184,85,73,105,19.1,muscle_gain,excellent
1766,95,23,190,22.5,weight_loss,unhealthy
2359,139,79,187,30.2,weight_loss,unhealthy
321,140,77,138,32.8,weight_loss,unhealthy
472,76,31,48,17.8,muscle_gain,excellent
1517,100,17,142,17.8,weight_loss,unhealthy
597,115,61,118,28.6,weight_loss,unhealthy
1184,86,64,81,26.9,muscle_gain,excellent
1430,42,16,217,19.8,muscle_gain,excellent
1333,58,13,74,26.9,maintenance,unhealthy
1501,80,96,250,34.5,muscle_gain,excellent
2110,19,81,88,28.4,weight_loss,unhealthy
1705,120,88,97,25.1,muscle_gain,excellent
2116,13,81,187,31.9,muscle_gain,unbalanced
1019,12,31,271,20.8,weight_loss,balanced
2156,114,94,75,24.5,weight_loss,unhealthy
378,151,67,114,26.5,muscle_gain,healthy
1096,55,97,107,26.1,muscle_gain,excellent
2466,35,33,105,33.6,muscle_gain,excellent
2172,106,26,55,22.3,weight_loss,unhealthy
1751,7,77,40,18.0,maintenance,unhealthy
691,103,92,213,33.5,muscle_gain,excellent
260,87,23,157,20.9,muscle_gain,healthy
1277,47,42,141,23.8,muscle_gain,excellent
1903,33,99,195,26.6,maintenance,unhealthy
264,14,43,198,34.6,muscle_gain,unbalanced
785,144,19,136,26.6,maintenance,balanced
1927,50,58,96,25.1,muscle_gain,excellent
2418,34,36,130,27.5,weight_loss,unhealthy
734,98,50,144,34.5,maintenance,balanced
2355,36,65,208,31.7,weight_loss,unhealthy
2070,51,97,180,20.0,muscle_gain,excellent
1204,92,56,269,31.5,weight_loss,unhealthy
1429,67,38,133,32.1,maintenance,unhealthy
1239,158,77,251,29.4,muscle_gain,excellent
526,135,39,80,28.8,weight_loss,balanced
807,27,74,68,24.9,maintenance,balanced
201,78,41,118,28.6,maintenance,balanced
1233,54,82,50,30.3,maintenance,unhealthy
324,168,65,295,19.2,weight_loss,unhealthy
1304,128,53,155,21.6,maintenance,unhealthy
2061,17,13,295,20.5,muscle_gain,unbalanced
1373,130,23,61,32.1,muscle_gain,excellent
328,33,91,185,29.2,maintenance,balanced
637,170,32,288,25.1,maintenance,balanced
950,125,84,174,31.9,muscle_gain,excellent
1421,94,30,261,29.9,muscle_gain,excellent
2458,137,42,112,33.4,maintenance,unhealthy
1101,152,44,62,18.4,muscle_gain,excellent
2292,82,29,264,26.2,maintenance,unhealthy
1502,113,73,182,29.7,weight_loss,unhealthy
1633,18,75,260,20.7,maintenance,unhealthy
590,140,27,186,22.9,maintenance,healthy
1267,52,93,58,24.5,weight_loss,unhealthy
226,145,69,120,31.3,maintenance,balanced
747,28,26,219,25.9,maintenance,balanced
766,83,68,257,25.9,weight_loss,unhealthy
903,166,72,184,24.8,muscle_gain,excellent
1442,55,62,116,21.1,muscle_gain,excellent
384,7,32,162,33.6,muscle_gain,unbalanced
1790,132,82,164,22.7,muscle_gain,excellent
2113,123,72,149,27.2,muscle_gain,excellent
1047,62,79,160,19.7,weight_loss,unhealthy
798,129,8,282,24.8,weight_loss,excellent
1005,117,5,53,33.3,maintenance,unhealthy
1557,59,30,80,34.9,muscle_gain,excellent
2326,123,37,134,23.5,weight_loss,unhealthy
2078,124,85,161,19.8,weight_loss,unhealthy
745,84,31,229,22.7,muscle_gain,excellent
1832,46,46,224,22.9,weight_loss,unhealthy
2416,25,73,153,28.6,maintenance,unhealthy
2279,14,75,116,25.9,maintenance,unhealthy
2126,61,68,290,30.8,muscle_gain,excellent
816,157,29,73,29.6,muscle_gain,excellent
1403,60,76,293,21.5,muscle_gain,excellent
1959,42,8,274,31.1,maintenance,unhealthy
425,90,16,15,32.3,weight_loss,excellent
869,117,62,177,27.8,maintenance,balanced
1963,116,99,182,33.7,muscle_gain,excellent
1116,179,15,128,31.1,weight_loss,unhealthy
2373,58,63,235,27.7,maintenance,unhealthy
2321,50,40,183,33.3,muscle_gain,excellent
1414,8,26,138,27.8,muscle_gain,unbalanced
1905,175,69,196,26.4,weight_loss,unhealthy
2042,66,54,72,23.4,maintenance,unhealthy
2183,128,8,283,32.9,weight_loss,unhealthy
255,132,76,95,19.2,weight_loss,unhealthy
919,116,93,219,25.5,maintenance,balanced
2279,89,96,202,26.7,maintenance,unhealthy
773,8,56,247,27.0,maintenance,balanced
866,69,47,29,28.7,weight_loss,unhealthy
483,66,50,191,26.1,weight_loss,unhealthy
1944,94,8,57,21.6,maintenance,unhealthy
2434,124,17,237,32.4,maintenance,unhealthy
697,134,42,63,28.8,weight_loss,unhealthy
1665,141,49,111,32.4,maintenance,unhealthy
329,49,29,98,22.0,muscle_gain,healthy
838,150,71,153,28.5,maintenance,balanced
2361,116,59,157,29.9,muscle_gain,excellent
2260,46,43,239,23.9,muscle_gain,excellent
1185,45,69,259,31.6,weight_loss,unhealthy
1192,93,79,234,17.0,weight_loss,unhealthy
2321,46,6,170,27.7,weight_loss,unhealthy
300,39,73,177,28.0,maintenance,balanced
2423,170,90,119,26.6,weight_loss,unhealthy
626,71,66,270,28.3,maintenance,balanced
240,45,50,182,20.0,weight_loss,unhealthy
628,103,81,252,29.3,muscle_gain,excellent
543,54,91,218,23.0,weight_loss,unhealthy
565,108,35,252,25.1,muscle_gain,excellent
808,90,39,263,23.0,maintenance,balanced
927,83,49,91,25.5,weight_loss,unhealthy
2476,49,81,40,28.2,weight_loss,unhealthy
1024,151,58,13,32.1,muscle_gain,excellent
1575,110,75,203,25.7,weight_loss,unhealthy
1088,149,73,65,22.8,maintenance,unhealthy
2243,126,33,270,25.8,muscle_gain,excellent
1541,81,76,90,29.4,maintenance,unhealthy
1496,60,12,63,23.2,maintenance,unhealthy
316,116,58,105,24.5,muscle_gain,healthy
1317,97,11,266,27.1,maintenance,unhealthy
367,45,87,213,22.3,weight_loss,unhealthy
1938,174,27,220,20.8,maintenance,unhealthy
1564,10,36,135,19.5,weight_loss,unhealthy
894,102,66,16,23.3,muscle_gain,excellent
1124,77,49,134,17.9,weight_loss,unhealthy
351,172,72,280,27.5,maintenance,balanced
785,45,34,117,20.2,weight_loss,balanced
1112,13,43,269,23.8,maintenance,unhealthy
1777,12,9,79,21.8,weight_loss,unhealthy
695,176,71,47,28.3,muscle_gain,excellent
2348,108,26,184,32.3,muscle_gain,excellent
756,17,32,197,28.4,weight_loss,balanced
1305,23,26,236,26.8,muscle_gain,healthy
1752,102,90,267,29.0,weight_loss,unhealthy
2320,100,33,206,17.5,maintenance,unhealthy
356,53,47,17,19.2,weight_loss,unhealthy
934,104,46,60,18.7,maintenance,balanced
2379,86,64,231,18.8,weight_loss,unhealthy
1627,162,81,28,21.7,maintenance,unhealthy
758,70,75,256,26.6,muscle_gain,excellent
2354,95,78,40,19.1,weight_loss,unhealthy
354,63,96,89,33.8,muscle_gain,healthy
1196,57,72,31,32.4,muscle_gain,excellent
2494,56,63,298,34.5,maintenance,unhealthy
730,85,90,251,17.8,muscle_gain,excellent
2171,163,88,223,32.3,maintenance,unhealthy
928,19,88,209,31.5,muscle_gain,unbalanced
1377,125,10,174,33.2,muscle_gain,excellent
353,152,77,149,26.5,weight_loss,unhealthy
291,9,32,294,31.2,weight_loss,balanced
1703,139,81,22,17.9,maintenance,unhealthy
1916,22,35,35,18.4,muscle_gain,healthy
2216,60,43,31,19.1,muscle_gain,excellent
986,79,54,85,33.5,weight_loss,unhealthy
472,100,82,101,18.1,maintenance,balanced
2227,118,90,275,18.8,weight_loss,unhealthy
376,105,41,57,33.7,muscle_gain,healthy
842,177,92,179,18.9,maintenance,balanced
2098,32,76,254,32.7,muscle_gain,excellent
766,54,19,237,31.2,weight_loss,excellent
865,6,55,196,17.7,maintenance,balanced
1531,72,74,177,17.4,weight_loss,unhealthy
1998,132,27,212,26.6,muscle_gain,excellent
1269,81,29,15,34.9,muscle_gain,excellent
607,28,99,141,32.8,weight_loss,unhealthy
1412,116,50,254,22.6,muscle_gain,excellent
2053,177,97,100,24.0,weight_loss,unhealthy
1352,123,27,135,24.0,weight_loss,unhealthy
1341,40,14,251,30.2,maintenance,unhealthy
343,6,77,258,23.1,muscle_gain,unbalanced
686,131,81,16,19.7,muscle_gain,excellent
1059,109,36,97,30.4,weight_loss,balanced
2135,22,55,95,25.2,maintenance,unhealthy
347,12,45,154,18.4,weight_loss,unhealthy
1559,19,69,207,31.2,muscle_gain,unbalanced
1557,149,69,173,27.5,maintenance,unhealthy
289,27,44,154,25.8,maintenance,balanced
1557,97,22,10,29.1,weight_loss,unhealthy
398,159,40,129,26.1,weight_loss,balanced
737,169,35,76,28.7,maintenance,balanced
500,53,58,58,32.6,muscle_gain,excellent
923,68,67,296,28.0,muscle_gain,excellent
1798,38,5,33,28.9,maintenance,unhealthy
1659,22,56,220,28.0,weight_loss,unhealthy
267,68,61,72,26.6,weight_loss,unhealthy
1737,110,13,65,20.1,muscle_gain,excellent
597,78,90,27,23.0,muscle_gain,excellent
819,106,96,86,29.5,maintenance,balanced
1784,176,94,269,24.7,muscle_gain,excellent
1363,21,78,130,24.3,muscle_gain,healthy
929,145,60,193,30.7,weight_loss,unhealthy
755,56,51,57,17.1,weight_loss,unhealthy
2152,174,7,156,29.2,muscle_gain,excellent
1951,68,6,291,25.8,weight_loss,unhealthy
1195,38,58,89,23.8,weight_loss,unhealthy
2159,99,41,245,23.1,weight_loss,unhealthy
1801,91,60,238,20.1,muscle_gain,excellent
1680,106,35,293,23.0,weight_loss,unhealthy
2334,165,16,70,24.0,muscle_gain,excellent
1302,144,62,229,24.9,muscle_gain,excellent
1603,80,71,98,29.1,maintenance,unhealthy
2377,23,30,273,25.2,maintenance,unhealthy
1499,141,82,237,31.3,maintenance,unhealthy
1922,78,16,112,28.5,muscle_gain,excellent
1098,149,94,97,20.4,maintenance,unhealthy
1406,54,20,32,22.0,weight_loss,unhealthy
1735,43,57,276,18.4,maintenance,unhealthy
277,173,76,26,34.0,muscle_gain,healthy
1732,142,53,294,33.0,weight_loss,unhealthy
437,16,53,171,18.5,weight_loss,unhealthy
1357,83,96,87,27.3,weight_loss,unhealthy
2196,19,11,131,34.3,maintenance,unhealthy
1415,32,19,121,30.4,maintenance,unhealthy
477,136,40,248,25.9,maintenance,balanced
723,40,76,219,21.3,maintenance,balanced
379,123,78,11,22.0,weight_loss,unhealthy
322,69,19,212,30.3,muscle_gain,healthy
1469,102,66,296,31.1,maintenance,unhealthy
1957,51,22,126,26.5,muscle_gain,excellent
1294,85,50,123,19.2,weight_loss,unhealthy
679,43,65,83,33.8,muscle_gain,excellent
1997,42,47,250,32.2,muscle_gain,excellent
2331,48,48,63,19.5,maintenance,unhealthy
1015,101,70,168,18.0,maintenance,unhealthy
642,128,59,118,26.6,weight_loss,unhealthy
342,30,90,289,22.1,maintenance,healthy
391,168,83,162,22.1,muscle_gain,healthy
1610,101,43,172,18.6,muscle_gain,excellent
577,5,9,66,34.2,muscle_gain,unbalanced
734,57,61,223,31.9,muscle_gain,excellent
1916,10,19,37,19.0,maintenance,unhealthy
1232,41,95,213,32.8,weight_loss,unhealthy
1610,6,20,42,29.3,maintenance,unhealthy
2340,127,61,131,22.9,muscle_gain,excellent
2189,73,86,25,32.7,weight_loss,unhealthy
1377,173,29,163,27.8,weight_loss,unhealthy
604,179,26,227,32.3,muscle_gain,excellent
1372,17,35,114,25.4,muscle_gain,unbalanced
1088,73,38,86,26.0,maintenance,unhealthy
621,70,91,96,22.2,weight_loss,unhealthy
1841,63,20,40,24.0,weight_loss,unhealthy
671,72,74,109,27.2,maintenance,balanced
746,63,63,164,34.0,muscle_gain,excellent
830,121,19,115,27.8,weight_loss,balanced
1237,14,86,239,19.7,maintenance,unhealthy
2029,145,17,12,17.1,weight_loss,unhealthy
563,134,28,231,32.3,maintenance,balanced
2366,19,17,130,23.6,weight_loss,unhealthy
745,50,69,169,22.7,muscle_gain,excellent
833,142,40,280,31.4,muscle_gain,excellent
2136,154,53,203,34.0,weight_loss,unhealthy
1880,93,86,227,30.5,weight_loss,unhealthy
1162,81,52,200,20.1,weight_loss,unhealthy
1082,140,47,261,24.0,maintenance,unhealthy
1070,153,10,235,30.7,muscle_gain,excellent
715,154,85,10,33.3,maintenance,balanced
1620,114,72,142,35.0,muscle_gain,excellent
1065,101,18,99,26.2,muscle_gain,excellent
2353,49,34,15,31.8,maintenance,unhealthy
1308,95,88,253,17.8,muscle_gain,excellent
413,172,12,142,22.1,muscle_gain,excellent
2444,118,58,125,23.7,weight_loss,unhealthy
218,154,70,82,34.6,maintenance,balanced
841,162,8,165,17.1,maintenance,balanced
1304,77,78,220,22.5,muscle_gain,excellent
529,177,88,78,33.7,maintenance,balanced
1065,39,64,153,22.5,muscle_gain,excellent
973,46,57,208,21.1,muscle_gain,excellent
591,137,78,215,30.1,maintenance,balanced
836,31,96,210,30.4,muscle_gain,excellent
1225,36,19,248,25.5,weight_loss,unhealthy
1874,140,5,77,34.0,maintenance,unhealthy
939,107,26,180,20.6,maintenance,balanced
1745,89,95,79,33.4,muscle_gain,excellent
668,150,97,296,30.6,maintenance,balanced
2459,82,19,26,23.6,maintenance,unhealthy
1335,147,78,146,31.5,weight_loss,unhealthy
1231,158,88,228,19.4,weight_loss,unhealthy
1073,48,26,15,19.4,maintenance,unhealthy
659,36,54,207,33.7,muscle_gain,excellent
1749,32,52,141,18.7,weight_loss,unhealthy
951,171,77,193,17.1,weight_loss,unhealthy
1661,164,55,27,24.0,weight_loss,unhealthy
1977,81,21,222,18.9,muscle_gain,excellent
1053,22,87,57,32.5,maintenance,unhealthy
2483,107,95,38,33.6,maintenance,unhealthy
1529,74,55,162,25.7,weight_loss,unhealthy
677,123,41,247,24.7,maintenance,balanced
2463,143,53,274,26.7,weight_loss,unhealthy
334,164,63,208,21.1,weight_loss,unhealthy
1352,152,14,23,22.4,muscle_gain,excellent
609,101,34,285,18.8,muscle_gain,excellent
1645,172,89,19,25.0,weight_loss,unhealthy
1517,140,25,148,28.0,muscle_gain,excellent
1469,39,38,176,33.7,muscle_gain,excellent
1779,73,77,156,30.3,muscle_gain,excellent
285,130,54,254,30.0,maintenance,balanced
2065,103,80,79,22.5,maintenance,unhealthy
1669,82,51,113,33.0,muscle_gain,excellent
577,153,89,238,34.0,maintenance,balanced
1880,115,88,147,33.8,weight_loss,unhealthy
1274,156,10,45,17.7,weight_loss,unhealthy
441,21,54,127,27.9,muscle_gain,healthy
1119,150,67,264,28.6,muscle_gain,excellent
1786,144,16,29,22.3,maintenance,unhealthy
1471,148,45,30,34.9,muscle_gain,excellent
269,8,35,265,22.2,muscle_gain,unbalanced
2304,166,6,257,20.9,weight_loss,unhealthy
1605,96,20,175,25.7,weight_loss,unhealthy
2286,178,5,264,22.8,maintenance,unhealthy
2207,79,8,87,33.6,maintenance,unhealthy
1000,163,51,289,24.9,maintenance,balanced
1241,157,69,291,24.4,muscle_gain,excellent
1024,107,56,43,28.3,muscle_gain,excellent
955,28,51,108,18.5,muscle_gain,healthy
2195,69,81,152,30.6,muscle_gain,excellent
2039,121,54,64,30.8,weight_loss,unhealthy
1521,157,49,12,25.5,maintenance,unhealthy
1809,160,46,228,34.2,maintenance,unhealthy
309,168,99,220,27.4,weight_loss,unhealthy
1216,86,88,158,29.5,weight_loss,unhealthy
